submercado,semana,data,pld,Year,Month
sul,3,2020-11-01,478.83,2020,11
sul,4,2020-11-01,559.75,2020,11
sul,5,2020-11-01,559.75,2020,11
sul,6,2020-11-01,0.0,2020,11
nordeste,1,2020-12-01,559.75,2020,12
nordeste,2,2020-12-01,202.24333333333334,2020,12
nordeste,3,2020-12-01,265.5833333333333,2020,12
nordeste,4,2020-12-01,199.86333333333332,2020,12
nordeste,5,2020-12-01,224.26333333333332,2020,12
nordeste,6,2020-12-01,0.0,2020,12
norte,1,2020-12-01,559.75,2020,12
norte,2,2020-12-01,211.92666666666665,2020,12
norte,3,2020-12-01,265.5833333333333,2020,12
norte,4,2020-12-01,200.19666666666663,2020,12
norte,5,2020-12-01,224.26333333333332,2020,12
norte,6,2020-12-01,0.0,2020,12
sudeste,1,2020-12-01,559.75,2020,12
sudeste,2,2020-12-01,211.92666666666665,2020,12
sudeste,3,2020-12-01,265.5833333333333,2020,12
sudeste,4,2020-12-01,200.19666666666663,2020,12
sudeste,5,2020-12-01,224.26333333333332,2020,12
sudeste,6,2020-12-01,0.0,2020,12
sul,1,2020-12-01,559.75,2020,12
sul,2,2020-12-01,211.92666666666665,2020,12
sul,3,2020-12-01,265.5833333333333,2020,12
sul,4,2020-12-01,200.19666666666663,2020,12
sul,5,2020-12-01,224.26333333333332,2020,12
sul,6,2020-12-01,0.0,2020,12
